Dataset,Raw_Labels,Kingdom,Phylum,Class,Order,Family,Genus,Species,proposed_label,plankton,living
medplanktonset,Haslea_silbo,chromista,heterokontophyta,bacillariophyceae,naviculales,naviculaceae,haslea,silbo,haslea silbo,True,True
medplanktonset,Helicotheca_tamesis,chromista,heterokontophyta,bacillariophyceae,lithodesmiales,lithodesmiaceae,helicotheca,tamesis,helicotheca tamesis,True,True
medplanktonset,Hemiaulus_hauckii_Hemiaulus_sinensis,chromista,heterokontophyta,bacillariophyceae,hemiaulales,hemiaulaceae,hemiaulus,,hemiaulus,True,True
medplanktonset,Heterocapsa_niei-like,chromista,myzozoa,dinophyceae,peridiniales,heterocapsaceae,heterocapsa,,heterocapsa,True,True
medplanktonset,Kapelodinium_vestifici,chromista,myzozoa,dinophyceae,torodiniales,kapelodiniaceae,kapelodinium,vestifici,kapelodinium vestifici,True,True
medplanktonset,Karenia_papilionacea,chromista,myzozoa,dinophyceae,gymnodiniales,kareniaceae,karenia,papilionacea,karenia papilionacea,True,True
medplanktonset,Karenia_spp,chromista,myzozoa,dinophyceae,gymnodiniales,kareniaceae,karenia,spp,karenia spp,True,True
medplanktonset,Lauderia_annulata,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,lauderiaceae,lauderia,annulata,lauderia annulata,True,True
medplanktonset,Leptocylindrus_spp,chromista,heterokontophyta,bacillariophyceae,leptocylindrales,leptocylindraceae,leptocylindrus,,leptocylindrus,True,True
medplanktonset,Licmophora_spp,chromista,heterokontophyta,bacillariophyceae,licmophorales,licmophoraceae,licmophora,,licmophora,True,True
medplanktonset,Lioloma_pacificum,chromista,heterokontophyta,bacillariophyceae,thalassionematales,thalassionemataceae,lioloma,pacificum,lioloma pacificum,True,True
medplanktonset,Lithodesmium_variabile,chromista,heterokontophyta,bacillariophyceae,lithodesmiales,lithodesmiaceae,lithodesmium,variabile,lithodesmium variabile,True,True
medplanktonset,Meringosphaera_mediterranea,chromista,ochrophyta,xanthophyceae,mischococcales,pleurochloridaceae,meringosphaera,mediterranea,meringosphaera mediterranea,True,True
medplanktonset,Mesodinium_spp,chromista,ciliophora,litostomatea,cyclotrichiida,mesodiniidae,mesodinium,,mesodinium,True,True
medplanktonset,Naked_dinoflagellates,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True
medplanktonset,Neobrightwellia_alternans,chromista,heterokontophyta,bacillariophyceae,biddulphiales,biddulphiaceae,neobrightwellia,alternans,neobrightwellia alternans,True,True
medplanktonset,Octactis_octonaria,chromista,ochrophyta,dictyochophyceae,dictyochales,dictyochaceae,octactis,octonaria,octactis octonaria,True,True
medplanktonset,Oltmannsiellopsis_viridis,plantae,chlorophyta,ulvophyceae,oltmannsiellopsidales,oltmannsiellopsidaceae,oltmannsiellopsis,viridis,oltmannsiellopsis viridis,True,True
medplanktonset,Ophiaster_spp,chromista,haptophyta,coccolithophyceae,syracosphaerales,syracosphaeraceae,ophiaster,,ophiaster,True,True
medplanktonset,Ornithocercus_spp._Histioneis_spp,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,,,dinophysaceae,True,True
medplanktonset,Oxytoxum_cf._caudatum,chromista,myzozoa,dinophyceae,peridiniales,oxytoxaceae,oxytoxum,caudatum,oxytoxum caudatum,True,True
medplanktonset,Oxytoxum_cf._scolopax,chromista,myzozoa,dinophyceae,peridiniales,oxytoxaceae,oxytoxum,scolopax,oxytoxum scolopax,True,True
medplanktonset,Oxytoxum_cf._variabile,chromista,myzozoa,dinophyceae,peridiniales,oxytoxaceae,oxytoxum,variabile,oxytoxum variabile,True,True
medplanktonset,Oxytoxum_spp,chromista,myzozoa,dinophyceae,peridiniales,oxytoxaceae,oxytoxum,,oxytoxum,True,True
medplanktonset,Pennate_diatoms,chromista,heterokontophyta,bacillariophyceae,pennales,,,,pennales,True,True
medplanktonset,Phaeocystis_jahnii,chromista,haptophyta,coccolithophyceae,phaeocystales,phaeocystaceae,phaeocystis,jahnii,phaeocystis jahnii,True,True
medplanktonset,Phalacroma_oxytoxoides,chromista,myzozoa,dinophyceae,dinophysales,oxyphysaceae,phalacroma,oxytoxoides,phalacroma oxytoxoides,True,True
medplanktonset,Phalacroma_spp,chromista,myzozoa,dinophyceae,dinophysales,oxyphysaceae,phalacroma,,phalacroma,True,True
medplanktonset,Plagiotropis_spp,chromista,heterokontophyta,bacillariophyceae,naviculales,plagiotropidaceae,plagiotropis,,plagiotropis,True,True
medplanktonset,Pleurosigma spp._Gyrosigma_spp,chromista,heterokontophyta,bacillariophyceae,naviculales,pleurosigmataceae,,,pleurosigmataceae,True,True
medplanktonset,Podolampas_palmipes,chromista,myzozoa,dinophyceae,peridiniales,podolampadaceae,podolampas,palmipes,podolampas palmipes,True,True
medplanktonset,Polykrikos_kofoidii,chromista,myzozoa,dinophyceae,gymnodiniales,polykrikaceae,polykrikos,kofoidii,polykrikos kofoidii,True,True
medplanktonset,Proboscia_spp._Rhizosolenia_spp,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,,,rhizosoleniaceae,True,True
medplanktonset,Prorocentrum_cf._gracile,chromista,myzozoa,dinophyceae,prorocentrales,prorocentraceae,prorocentrum,gracile,prorocentrum gracile,True,True
medplanktonset,Prorocentrum_redfieldii,chromista,myzozoa,dinophyceae,prorocentrales,prorocentraceae,prorocentrum,redfieldii,prorocentrum redfieldii,True,True
medplanktonset,Protoceratium_reticulatum,chromista,myzozoa,dinophyceae,gonyaulacales,protoceratiaceae,protoceratium,reticulatum,protoceratium reticulatum,True,True
medplanktonset,Protoperidinium_cf._divergens,chromista,myzozoa,dinophyceae,peridiniales,protoperidiniaceae,protoperidinium,divergens,protoperidinium divergens,True,True
medplanktonset,Protoperidinium_diabolus,chromista,myzozoa,dinophyceae,peridiniales,protoperidiniaceae,protoperidinium,diabolus,protoperidinium diabolus,True,True
medplanktonset,Pseliodinium_fusus,chromista,myzozoa,dinophyceae,peridiniales,ceratoperidiniaceae,pseliodinium,fusus,pseliodinium fusus,True,True
medplanktonset,Pseudo-nitzschia_spp._2_cells,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,pseudo-nitzschia,,pseudo-nitzschia,True,True
medplanktonset,Pseudo-nitzschia_spp._3_cells,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,pseudo-nitzschia,,pseudo-nitzschia,True,True
medplanktonset,Pseudo-nitzschia_spp._4_cells,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,pseudo-nitzschia,,pseudo-nitzschia,True,True
medplanktonset,Pseudo-nitzschia_spp._5_cells,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,pseudo-nitzschia,,pseudo-nitzschia,True,True
medplanktonset,Pseudo-nitzschia_spp._6_cells,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,pseudo-nitzschia,,pseudo-nitzschia,True,True
medplanktonset,Pseudo-nitzschia_spp._7_cells,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,pseudo-nitzschia,,pseudo-nitzschia,True,True
medplanktonset,Pseudo-nitzschia_spp._single_cell,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,pseudo-nitzschia,,pseudo-nitzschia,True,True
medplanktonset,Pseudosolenia_calcar-avis,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,pseudosolenia,calcar-avis,pseudosolenia calcar-avis,True,True
medplanktonset,Pterosperma_spp,plantae,chlorophyta,pyramimonadophyceae,pyramimonadales,pterospermataceae,pterosperma,,pterosperma,True,True
medplanktonset,Pyramimonas_spp,plantae,chlorophyta,pyramimonadophyceae,pyramimonadales,pyramimonadaceae,pyramimonas,,pyramimonas,True,True
medplanktonset,Pyrocystis_cf._lunula,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,pyrocystis,lunula,pyrocystis lunula,True,True
medplanktonset,Pyrophacus_horologium,chromista,myzozoa,dinophyceae,gonyaulacales,pyrophacaceae,pyrophacus,horologium,pyrophacus horologium,True,True
medplanktonset,Radiolaria,chromista,radiozoa,,,,,,radiozoa,True,True
medplanktonset,Rhabdosphaera_clavigera,chromista,haptophyta,coccolithophyceae,syracosphaerales,rhabdosphaeraceae,rhabdosphaera,clavigera,rhabdosphaera clavigera,True,True
medplanktonset,Scrippsiella_acuminata_like,chromista,myzozoa,dinophyceae,thoracosphaerales,thoracosphaeraceae,scrippsiella,,scrippsiella,True,True
medplanktonset,Scyphosphaera_apsteinii,chromista,haptophyta,coccolithophyceae,zygodiscales,pontosphaeraceae,scyphosphaera,apsteinii,scyphosphaera apsteinii,True,True
medplanktonset,Skeletonema_menzelii,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,skeletonemaceae,skeletonema,menzelii,skeletonema menzelii,True,True
medplanktonset,Skeletonema_pseudocostatum_Skeletonema_tropicum,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,skeletonemaceae,skeletonema,,skeletonema,True,True
medplanktonset,Sourniaea_diacantha,chromista,myzozoa,dinophyceae,gonyaulacales,lingulodiniaceae,sourniaea,diacantha,sourniaea diacantha,True,True
medplanktonset,Syracosphaera_pulchra,chromista,haptophyta,coccolithophyceae,syracosphaerales,syracosphaeraceae,syracosphaera,pulchra,syracosphaera pulchra,True,True
medplanktonset,Tenuicylindrus_belgicus,chromista,heterokontophyta,bacillariophyceae,leptocylindrales,leptocylindraceae,tenuicylindrus,belgicus,tenuicylindrus belgicus,True,True
medplanktonset,Thalassionema_spp,chromista,heterokontophyta,bacillariophyceae,thalassionematales,thalassionemataceae,thalassionema,,thalassionema,True,True
medplanktonset,Thalassiosira_gravida,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,thalassiosiraceae,thalassiosira,gravida,thalassiosira gravida,True,True
medplanktonset,Thalassiosira_spp,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,thalassiosiraceae,thalassiosira,,thalassiosira,True,True
medplanktonset,Tiarina_spp,chromista,ciliophora,prostomatea,prorodontida,colepidae,tiarina,,tiarina,True,True
medplanktonset,Tintinnids,chromista,ciliophora,oligotrichea,choreotrichida,,,,choreotrichida,True,True
medplanktonset,Torodinium_spp,chromista,myzozoa,dinophyceae,gymnodiniales,gymnodiniaceae,torodinium,,torodinium,True,True
medplanktonset,Trachymedusae,animalia,cnidaria,hydrozoa,trachymedusae,,,,trachymedusae,True,True
medplanktonset,Trieres_mobiliensis,chromista,heterokontophyta,bacillariophyceae,triceratiales,triceratiaceae,trieres,mobiliensis,trieres mobiliensis,True,True
medplanktonset,Tripos_arietinus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,arietinus,tripos arietinus,True,True
medplanktonset,Tripos_azoricus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,azoricus,tripos azoricus,True,True
medplanktonset,Tripos_cf._minutus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,minutus,tripos minutus,True,True
medplanktonset,Tripos_concilians,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,concilians,tripos concilians,True,True
medplanktonset,Tripos_contortus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,contortus,tripos contortus,True,True
medplanktonset,Tripos_declinatus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,declinatus,tripos declinatus,True,True
medplanktonset,Tripos_euarcuatus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,euarcuatus,tripos euarcuatus,True,True
medplanktonset,Tripos_furca,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,furca,tripos furca,True,True
medplanktonset,Tripos_fusus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,fusus,tripos fusus,True,True
medplanktonset,Tripos_horridus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,horridus,tripos horridus,True,True
medplanktonset,Tripos_macroceros,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,macroceros,tripos macroceros,True,True
medplanktonset,Tripos_muelleri-like,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,,tripos,True,True
medplanktonset,Tripos_pentagonus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,pentagonus,tripos pentagonus,True,True
medplanktonset,Tripos_spp,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,,tripos,True,True
medplanktonset,Tripos_symmetricus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,symmetricus,tripos symmetricus,True,True
medplanktonset,Tripos_teres,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,teres,tripos teres,True,True
medplanktonset,Umbilicosphaera_sibogae,chromista,haptophyta,coccolithophyceae,coccolithales,calcidiscaceae,umbilicosphaera,sibogae,umbilicosphaera sibogae,True,True
medplanktonset,Warnowia_polyphemus,chromista,myzozoa,dinophyceae,gymnodiniales,warnowiaceae,warnowia,polyphemus,warnowia polyphemus,True,True
jedioceans,LClass_26.Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True
jedioceans,LClass_27.Hydrozoa,animalia,cnidaria,hydrozoa,,,,,hydrozoa,True,True
jedioceans,LClass_28.Larvacea,animalia,chordata,appendicularia,,,,,appendicularia,True,True
jedioceans,LClass_29.Polychaeta,animalia,annelida,polychaeta,,,,,polychaeta,True,True
jedioceans,LClass_30.Benthic_algae,chromista,,,,,,,chromista,True,True
jedioceans,LClass_30.Bentic_algae,chromista,,,,,,,chromista,True,True
jedioceans,LClass_31.Polyp,animalia,cnidaria,,,,,,cnidaria,True,True
jedioceans,LClass_32.1Adult_Fish,animalia,chordata,,,,,,chordata,False,True
jedioceans,LClass_33.Air_bubble,,,,,,,,,False,False
jedioceans,LClass_Ba.22.Cypris_larva,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True
jedioceans,LClass_Ba.Barnacle_nauplius,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True
jedioceans,LClass_Barnacle_exuviae,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True
jedioceans,LClass_Benthic_algae,chromista,,,,,,,chromista,True,True
jedioceans,LClass_Bivalvia,animalia,mollusca,bivalvia,,,,,bivalvia,True,True
jedioceans,LClass_CC.Copepod,animalia,arthropoda,copepoda,,,,,copepoda,True,True
jedioceans,LClass_Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True
jedioceans,LClass_Cr.16.Decapoda,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True
jedioceans,LClass_Cr.Crustacea,animalia,arthropoda,,,,,,arthropoda,True,True
jedioceans,LClass_Crinoidea,animalia,echinodermata,crinoidea,,,,,crinoidea,True,True
jedioceans,LClass_Crust.+Decap,animalia,arthropoda,,,,,,arthropoda,True,True
jedioceans,LClass_Cy.1.Trichodesmium,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True
jedioceans,LClass_Cy.1.Trichodesmium_spp,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True
jedioceans,LClass_Cy.1.Trichodesmium_tuft,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True
jedioceans,LClass_Cy.2.Trichodesmium,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True
jedioceans,LClass_Cy.Trichodesmium_,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True
jedioceans,LClass_Detritus,,,,,,,,,False,False
jedioceans,LClass_Detritus_dot,,,,,,,,,False,False
jedioceans,LClass_Detritus_stickers,,,,,,,,,False,False
jedioceans,LClass_Df.02.Ceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,ceratium,,ceratium,True,True
jedioceans,LClass_Df.03.Noctiluca_scintillans,chromista,myzozoa,dinophyceae,noctilucales,noctilucaceae,noctiluca,scintillans,noctiluca scintillans,True,True
jedioceans,LClass_Di.Diatom,chromista,heterokontophyta,bacillariophyceae,,,,,bacillariophyceae,True,True
jedioceans,LClass_Dinoflagellate,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True
jedioceans,LClass_Doubts,,,,,,,,,False,False
jedioceans,LClass_Doutbs,,,,,,,,,False,False
jedioceans,LClass_Fish_larvae,animalia,chordata,,,,,,chordata,False,True
jedioceans,LClass_Foraminiferida,chromista,foraminifera,,,,,,foraminifera,True,True
jedioceans,LClass_Halacaridae,animalia,arthropoda,arachnida,trombidiformes,halacaridae,,,halacaridae,True,True
jedioceans,LClass_Larvacea,animalia,chordata,appendicularia,,,,,appendicularia,True,True
jedioceans,LClass_Mollusca,animalia,mollusca,,,,,,mollusca,True,True
jedioceans,LClass_Multiple_organisms,,,,,,,,,True,True
jedioceans,LClass_Noctiluca_eggs,chromista,myzozoa,dinophyceae,noctilucales,noctilucaceae,noctiluca,,noctiluca,True,True
jedioceans,LClass_Organism_parts_general,,,,,,,,,False,False
jedioceans,LClass_Pa.35.Marine_snow,,,,,,,,,False,False
jedioceans,LClass_Pa.35.Marine_snow_aggregate_large,,,,,,,,,False,False
jedioceans,LClass_Pa.35.Marine_snow_aggregate_medium,,,,,,,,,False,False
jedioceans,LClass_Pa.35.Marine_snow_aggregate_small,,,,,,,,,False,False
jedioceans,LClass_Pa.35.Marine_snow_com_large,,,,,,,,,False,False
jedioceans,LClass_Pa.35.Marine_snow_com_medium,,,,,,,,,False,False
jedioceans,LClass_Pa.35.Marine_snow_com_small,,,,,,,,,False,False
jedioceans,LClass_Pa.35.Marine_snow_stick,,,,,,,,,False,False
jedioceans,LClass_Pa.36.Fecal_pellets,,,,,,,,,False,False
jedioceans,LClass_Pa.36.Fecal_pellets_New,,,,,,,,,False,False
jedioceans,LClass_Pa.37.Barnacle_exuviae,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True
jedioceans,LClass_Pa.39.Mineral,,,,,,,,,False,False
jedioceans,LClass_Pa.Mineral,,,,,,,,,False,False
jedioceans,LClass_Pa.Other_exuviae,,,,,,,,,False,False
jedioceans,LClass_Pluteos,animalia,echinodermata,,,,,,echinodermata,True,True
jedioceans,LClass_Polyp,animalia,cnidaria,,,,,,cnidaria,True,True
jedioceans,LClass_Pteropod,animalia,mollusca,gastropoda,pteropoda,,,,pteropoda,True,True
jedioceans,LClass_Ra.25.Radiolaria,chromista,radiozoa,,,,,,radiozoa,True,True
jedioceans,LClass_Ra.25.Radiolaria_2,chromista,radiozoa,,,,,,radiozoa,True,True
jedioceans,LClass_Ra.Radiolaria,chromista,radiozoa,,,,,,radiozoa,True,True
jedioceans,LClass_Rhizaria_others,chromista,,,,,,,chromista,True,True
jedioceans,LClass_Tintinnida,chromista,ciliophora,oligotrichea,choreotrichida,,,,choreotrichida,True,True
jedioceans,LClass_Unfocussed,,,,,,,,,False,False
jedioceans,LClass_Unkown,,,,,,,,,False,False
jedioceans,LClass_appendicularia,animalia,chordata,appendicularia,,,,,appendicularia,True,True
jedioceans,LClass_barnacle,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True
jedioceans,LClass_bentic_algae,chromista,,,,,,,chromista,True,True
jedioceans,LClass_carapace,animalia,arthropoda,,,,,,arthropoda,True,True
jedioceans,LClass_chaetognata,animalia,chaetognatha,,,,,,chaetognatha,True,True
jedioceans,LClass_cilliate,chromista,ciliophora,,,,,,ciliophora,True,True
jedioceans,LClass_cnidaria,animalia,cnidaria,,,,,,cnidaria,True,True
jedioceans,LClass_crus_doubt,animalia,arthropoda,,,,,,arthropoda,True,True
jedioceans,LClass_dinoflagelate,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True
jedioceans,LClass_doubt,,,,,,,,,False,False
jedioceans,LClass_egg,chromista,foraminifera,globothalamea,textulariida,eggerellidae,eggerella,,eggerella,False,True
jedioceans,LClass_eggs,,,,,,,,,False,True
jedioceans,LClass_enteropneusta_larvae,animalia,hemichordata,enteropneusta,,,,,enteropneusta,True,True
jedioceans,LClass_fish_lavae,animalia,chordata,,,,,,chordata,False,True
jedioceans,LClass_foraminifera,chromista,foraminifera,,,,,,foraminifera,True,True
jedioceans,LClass_gastropoda,animalia,mollusca,gastropoda,,,,,gastropoda,True,True
jedioceans,LClass_hydracarina,animalia,arthropoda,arachnida,trombidiformes,,,,trombidiformes,True,True
jedioceans,LClass_hydracarina_,animalia,arthropoda,arachnida,trombidiformes,,,,trombidiformes,True,True
jedioceans,LClass_multiple,animalia,cnidaria,hexacorallia,scleractinia,caryophylliidae,multiplexcyathus,,multiplexcyathus,True,True
jedioceans,LClass_organism_border,,,,,,,,,False,False
jedioceans,LClass_partCrustaceo,animalia,arthropoda,,,,,,arthropoda,False,False
jedioceans,LClass_pluteus,animalia,echinodermata,,,,,,echinodermata,True,True
jedioceans,LClass_pluteus_larvae,animalia,echinodermata,,,,,,echinodermata,True,True
jedioceans,LClass_rhizaria_other,chromista,,,,,,,chromista,True,True
jedioceans,LClass_salps,animalia,chordata,thaliacea,salpida,,,,salpida,True,True
jedioceans,LClass_shell,animalia,arthropoda,diplopoda,polydesmida,paradoxosomatidae,shelleyomorpha,,shelleyomorpha,False,True
jedioceans,LClass_siphonophora,animalia,arthropoda,diplopoda,siphonophorida,siphonophoridae,siphonophora,,siphonophora,True,True
jedioceans,LClass_unknown,,,,,,,,,False,False
jedioceans,LRaw,,,,,,,,,False,False
zooscan,Copilia,animalia,arthropoda,copepoda,cyclopoida,sapphirinidae,copilia,,copilia,True,True
zooscan,trunk_Appendicularia,animalia,chordata,appendicularia,copelata,oikopleuridae,,,oikopleuridae,True,True
zooscan,Heterorhabdidae,animalia,arthropoda,copepoda,calanoida,heterorhabdidae,,,heterorhabdidae,True,True
zooscan,part_Siphonophorae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True
zooscan,Rhopalonema velatum,animalia,cnidaria,hydrozoa,trachymedusae,rhopalonematidae,rhopalonema,velatum,rhopalonema velatum,True,True
zooscan,Calanoida,animalia,arthropoda,copepoda,calanoida,,,,calanoida,True,True
zooscan,badfocus,,,,,,,,,False,False
zooscan,other_egg,,,,,,,,,False,True
zooscan,Obelia,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,obelia,,obelia,True,True
zooscan,Creseidae,animalia,mollusca,gastropoda,pteropoda,cliidae,clio,pyramidata,clio pyramidata,True,True
zooscan,Oithonidae,animalia,arthropoda,copepoda,cyclopoida,oithonidae,,,oithonidae,True,True
zooscan,cyphonaute,animalia,bryozoa,,,,,,bryozoa,True,True
zooscan,nectophore_Abylopsis tetragona,animalia,cnidaria,hydrozoa,siphonophorae,abylidae,abylopsis,tetragona,abylopsis tetragona,True,True
zooscan,seaweed,,,,,,,,,False,True
zooscan,Doliolida,animalia,chordata,thaliacea,doliolida,,,,doliolida,True,True
zooscan,part_Annelida,animalia,annelida,,,,,,annelida,True,True
zooscan,Pontellidae,animalia,arthropoda,copepoda,calanoida,pontellidae,,,pontellidae,True,True
zooscan,Fritillariidae,animalia,chordata,appendicularia,copelata,fritillariidae,,,fritillariidae,True,True
zooscan,Temoridae,animalia,arthropoda,copepoda,calanoida,temoridae,,,temoridae,True,True
zooscan,tail_Chaetognatha,animalia,chaetognatha,,,,,,chaetognatha,True,True
zooscan,nectophore_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True
zooscan,Cumacea,animalia,arthropoda,malacostraca,cumacea,,,,cumacea,True,True
zooscan,Actiniaria,animalia,cnidaria,hexacorallia,actiniaria,,,,actiniaria,True,True
zooscan,egg_Actinopterygii,animalia,chordata,,,,,,chordata,True,True
zooscan,Metridinidae,animalia,arthropoda,copepoda,calanoida,metridinidae,pleuromamma,abdominalis,pleuromamma abdominalis,True,True
zooscan,larvae_Stomatopoda,animalia,arthropoda,malacostraca,stomatopoda,,,,stomatopoda,True,True
zooscan,Hyperiidea,animalia,arthropoda,malacostraca,amphipoda,,,,amphipoda,True,True
zooscan,egg_Mollusca,animalia,mollusca,,,,,,mollusca,True,True
zooscan,calyptopsis,animalia,arthropoda,malacostraca,euphausiacea,,,,euphausiacea,True,True
zooscan,Eumalacostraca,animalia,arthropoda,malacostraca,,,,,malacostraca,True,True
zooscan,bract_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True
zooscan,endostyle,animalia,chordata,thaliacea,salpida,salpidae,,,salpidae,True,True
zooscan,Harosa,chromista,,,,,,,chromista,True,True
zooscan,Hydrozoa,animalia,cnidaria,hydrozoa,,,,,hydrozoa,True,True
zooscan,eudoxie_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True
zooscan,pluteus_Echinoidea,animalia,echinodermata,echinoidea,,,,,echinoidea,True,True
zooscan,Rhincalanidae,animalia,arthropoda,copepoda,calanoida,rhincalanidae,,,rhincalanidae,True,True
zooscan,larvae_Porcellanidae,animalia,arthropoda,malacostraca,decapoda,porcellanidae,,,porcellanidae,True,True
zooscan,fiber,,,,,,,,,False,False
zooscan,Liriope,animalia,cnidaria,hydrozoa,limnomedusae,geryoniidae,liriope,,liriope,True,True
zooscan,Oikopleuridae,animalia,chordata,appendicularia,copelata,oikopleuridae,,,oikopleuridae,True,True
zooscan,Solmundella bitentaculata,animalia,cnidaria,hydrozoa,narcomedusae,solmundaeginidae,solmundella,bitentaculata,solmundella bitentaculata,True,True
zooscan,megalopa,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True
zooscan,Oncaeidae,animalia,arthropoda,copepoda,cyclopoida,oncaeidae,,,oncaeidae,True,True
zooscan,protozoea_Penaeidae,animalia,arthropoda,malacostraca,decapoda,penaeidae,,,penaeidae,True,True
zooscan,Podon,animalia,arthropoda,branchiopoda,onychopoda,podonidae,podon,,podon,True,True
zooscan,nectophore_Hippopodiidae,animalia,cnidaria,hydrozoa,siphonophorae,hippopodiidae,,,hippopodiidae,True,True
zooscan,larvae_Annelida,animalia,annelida,,,,,,annelida,True,
zooscan,artefact,,,,,,,,,False,False
zooscan,detritus,,,,,,,,,False,False
zooscan,Eucalanidae,animalia,arthropoda,copepoda,calanoida,eucalanidae,,,eucalanidae,True,True
zooscan,Insecta,animalia,arthropoda,hexapoda,,,,,hexapoda,False,True
zooscan,Penilia,animalia,arthropoda,branchiopoda,ctenopoda,sididae,penilia,avirostris,penilia avirostris,True,True
zooscan,Salpida,animalia,chordata,thaliacea,salpida,,,,salpida,True,True
zooscan,Gymnosomata,animalia,mollusca,gastropoda,pteropoda,,,,pteropoda,True,True
zooscan,Aglaura,animalia,cnidaria,hydrozoa,trachymedusae,rhopalonematidae,aglaura,hemistoma,aglaura hemistoma,True,True
zooscan,nucleus,animalia,chordata,thaliacea,salpida,salpidae,,,salpidae,True,True
zooscan,part_Crustacea,animalia,arthropoda,,,,,,arthropoda,True,True
zooscan,zoea_Galatheidae,animalia,arthropoda,malacostraca,decapoda,galatheidae,,,galatheidae,True,True
zooscan,Amphipoda,animalia,arthropoda,malacostraca,amphipoda,,,,amphipoda,True,True
zooscan,Euchaetidae,animalia,arthropoda,copepoda,calanoida,euchaetidae,,,euchaetidae,True,True
zooscan,Evadne,animalia,arthropoda,branchiopoda,onychopoda,podonidae,evadne,,evadne,True,True
zooscan,Harpacticoida,animalia,arthropoda,copepoda,harpacticoida,tachidiidae,euterpina,,euterpina,True,True
zooscan,Tomopteridae,animalia,annelida,polychaeta,phyllodocida,tomopteridae,,,tomopteridae,True,True
